Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Population, total",SP.POP.TOTL,St. Martin (French part),MAF,36458,36350,36026,35639,35261,35020,34811,34496,33852,33121,32553,31948,31791
"Population, total",SP.POP.TOTL,St. Vincent and the Grenadines,VCT,109308,108703,108083,107450,106912,106482,105963,105549,105281,104924,104632,104332,103948
"Population, total",SP.POP.TOTL,Sudan,SDN,33739933,34419624,35159792,35990704,37003245,38171178,39377169,40679828,41999059,43232093,44440486,45657202,46874204
"Population, total",SP.POP.TOTL,Suriname,SUR,546080,552146,558111,563947,569682,575475,581453,587559,593715,600301,607065,612985,618040
"Population, total",SP.POP.TOTL,Eswatini,SWZ,1099920,1105371,1111444,1118319,1125865,1133936,1142524,1151390,1160428,1169613,1180655,1192271,1201670
"Population, total",SP.POP.TOTL,Sweden,SWE,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,10278887,10353442,10415811,10486941
"Population, total",SP.POP.TOTL,Switzerland,CHE,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8514329,8575280,8638167,8704546,8775760
"Population, total",SP.POP.TOTL,Syrian Arab Republic,SYR,22337563,22730733,22605577,21495821,20072232,19205178,18964252,18983373,19333463,20098251,20772595,21324367,22125249
"Population, total",SP.POP.TOTL,Tajikistan,TJK,7621779,7784819,7956382,8136610,8326348,8524063,8725318,8925525,9128132,9337003,9543207,9750064,9952787
"Population, total",SP.POP.TOTL,Tanzania,TZA,45110527,46416031,47786137,49253643,50814552,52542823,54401802,56267032,58090443,59872579,61704518,63588334,65497748
"Population, total",SP.POP.TOTL,Thailand,THA,68270489,68712846,69157023,69578602,69960943,70294397,70607037,70898202,71127802,71307763,71475664,71601103,71697030
"Population, total",SP.POP.TOTL,Timor-Leste,TLS,1088486,1112976,1137676,1161555,1184830,1205813,1224562,1243235,1261845,1280438,1299995,1320942,1341296
"Population, total",SP.POP.TOTL,Togo,TGO,6571855,6748672,6926635,7106229,7288383,7473229,7661354,7852795,8046679,8243094,8442580,8644829,8848699
"Population, total",SP.POP.TOTL,Tonga,TON,107383,107611,107502,107089,106626,106122,105707,105415,105150,104951,105254,106017,106858
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1410296,1420020,1430377,1440729,1450661,1460177,1469330,1478607,1504709,1519955,1518147,1525663,1531044
"Population, total",SP.POP.TOTL,Tunisia,TUN,10895063,11032528,11174383,11300284,11428948,11557779,11685667,11811443,11933041,12049314,12161723,12262946,12356117
"Population, total",SP.POP.TOTL,Turkiye,TUR,73142150,74223629,75175827,76147624,77181884,78218479,79277962,80312698,81407204,82579440,83384680,84147318,84979913
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,5267970,5360811,5458682,5560095,5663152,5766431,5868561,5968383,6065066,6158420,6250438,6341855,6430770
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,29726,30816,32081,33594,34985,36538,38246,39844,41487,43080,44276,45114,45703
"Population, total",SP.POP.TOTL,Tuvalu,TUV,10550,10700,10854,10918,10899,10877,10852,10828,10865,10956,11069,11204,11312
"Population, total",SP.POP.TOTL,Uganda,UGA,32341728,33295738,34273295,35273570,36336539,37477356,38748299,40127085,41515395,42949080,44404611,45853778,47249585
"Population, total",SP.POP.TOTL,Ukraine,UKR,45870741,45706086,45593342,45489648,45272155,45154036,45004673,44831135,44622518,44386203,44132049,43822901,38000000
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,8481771,8575205,8664969,8751847,8835951,8916899,8994263,9068296,9140169,9211657,9287289,9365145,9441129
"Population, total",SP.POP.TOTL,United Kingdom,GBR,62766365,63258810,63700215,64128273,64602298,65116219,65611593,66058859,66460344,66836327,67081234,67026292,66971395
"Population, total",SP.POP.TOTL,United States,USA,309327143,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,331511512,332031554,333287557
"Population, total",SP.POP.TOTL,Uruguay,URY,3352651,3361637,3371133,3381180,3391662,3402818,3413766,3422200,3427042,3428409,3429086,3426260,3422794
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32956100,33580350,34232050,34915100,35648100
"Population, total",SP.POP.TOTL,Vanuatu,VUT,245453,251294,257313,263534,269927,276438,283218,290239,297298,304404,311685,319137,326740
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,28715022,29096159,29470426,29838021,30193258,30529716,30741464,30563433,29825653,28971683,28490453,28199867,28301696
"Population, total",SP.POP.TOTL,Viet Nam,VNM,87411012,88349117,89301326,90267739,91235504,92191398,93126529,94033048,94914330,95776716,96648685,97468029,98186856
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,108357,108290,108188,108041,107882,107712,107516,107281,107001,106669,106290,105870,105413
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,4685306,4803269,4922749,5043612
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,24743946,25475610,26223391,26984002,27753304,28516545,29274002,30034389,30790513,31546691,32284046,32981641,33696614
"Population, total",SP.POP.TOTL,Zambia,ZMB,13792086,14265814,14744658,15234976,15737793,16248230,16767761,17298054,17835893,18380477,18927715,19473125,20017675
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,12839771,13025785,13265331,13555422,13855753,14154937,14452704,14751101,15052184,15354608,15669666,15993524,16320537
Population growth (annual %),SP.POP.GROW,Afghanistan,AFG,2.894904104,3.689508302,4.077627729,3.466788304,3.657576065,3.121341229,2.581549399,2.866492148,2.885207973,2.908529093,3.134746908,2.851357654,2.534498317
Population growth (annual %),SP.POP.GROW,Albania,ALB,-0.496461963,-0.269017332,-0.16515104,-0.183211385,-0.207047,-0.291205787,-0.159880412,-0.091972294,-0.246732042,-0.426007367,-0.574206959,-0.926918062,-1.21579032
Population growth (annual %),SP.POP.GROW,Algeria,DZA,1.858701991,1.898394281,1.943102134,1.966715818,1.97904881,1.999946051,1.993431689,1.957002471,1.903325428,1.839444886,1.732456728,1.657703201,1.628339254
Population growth (annual %),SP.POP.GROW,American Samoa,ASM,-0.938173192,-0.987558297,-1.146298234,-1.304782022,-1.478945711,-1.639270188,-1.807230769,-1.971818747,-2.122935674,-2.304138699,-2.42124971,-2.530170926,-1.706495481
Population growth (annual %),SP.POP.GROW,Andorra,AND,-3.209994187,-1.340053554,0.630034575,0.497261876,0.355274942,0.17437769,1.10060299,1.772182713,1.580147087,1.757491257,1.761891295,1.702288225,0.994607149
Population growth (annual %),SP.POP.GROW,Angola,AGO,3.734797658,3.758796385,3.758702522,3.735525429,3.684428967,3.617677518,3.586211007,3.550986636,3.464456984,3.395277792,3.268348405,3.166029862,3.096752671
Population growth (annual %),SP.POP.GROW,Antigua and Barbuda,ATG,1.364066055,1.199383375,1.083707561,0.934326293,0.831589248,0.786935419,0.690288329,0.610956145,0.554872966,0.534443401,0.592053943,0.597151595,0.581875833
Population growth (annual %),SP.POP.GROW,Argentina,ARG,0.255582398,1.15305928,1.136905694,1.1191092,1.099461091,1.078001344,1.057181578,1.037133897,1.015808349,0.993397493,0.970053991,0.947490959,0.925835474
Population growth (annual %),SP.POP.GROW,Armenia,ARM,-0.609179751,-0.58948961,-0.49817016,-0.448296309,-0.395592881,-0.392995249,-0.444257167,-0.486625263,-0.540251082,-0.564065543,-0.533006607,-0.522963243,-0.377102034
Population growth (annual %),SP.POP.GROW,Aruba,ABW,1.13154104,0.93935591,0.810230588,0.749301039,0.69161526,0.637959162,0.590062487,0.537295706,0.494795263,0.451969659,0.134255302,-0.045044623,-0.086392283
Population growth (annual %),SP.POP.GROW,Australia,AUS,1.555706262,1.389527316,1.745820001,1.72115144,1.491566489,1.439216653,1.561940498,1.646827797,1.49599671,1.477490711,1.233428251,0.140895083,1.238638797
Population growth (annual %),SP.POP.GROW,Austria,AUT,0.2403943,0.337080842,0.455937472,0.589387255,0.781541633,1.120992502,1.081396299,0.694621104,0.487071925,0.444673639,0.415176732,0.435671684,0.956287797
Population growth (annual %),SP.POP.GROW,Azerbaijan,AZE,1.189787708,1.303000855,1.328763827,1.293447027,1.248208997,1.191209858,1.11785721,0.981261805,0.866316916,0.846646726,0.684365325,0.441197736,0.039507866
Population growth (annual %),SP.POP.GROW,"Bahamas, The",BHS,1.406955893,1.245453533,1.081836998,0.934994066,0.898582547,0.912227428,0.831528122,0.765793759,0.720668948,0.657441085,0.471994445,0.352416997,0.508137884
Population growth (annual %),SP.POP.GROW,Bahrain,BHR,2.857745645,-0.129281115,1.055562986,2.954757119,3.845379359,3.816604913,3.429078922,3.291633803,2.072370164,0.459362585,-1.125242678,-0.96602484,0.611005553
Population growth (annual %),SP.POP.GROW,Bangladesh,BGD,1.141551337,1.218938691,1.243571246,1.267157297,1.245960208,1.191061127,1.230795354,1.249724066,1.161378463,1.11317249,1.14420974,1.149318476,1.074836743
Population growth (annual %),SP.POP.GROW,Barbados,BRB,0.335459438,0.281717462,0.257756862,0.241564354,0.226568488,0.212392264,0.2033295,0.192888292,0.179288798,0.175755759,0.182929163,0.180461454,0.15457464
Population growth (annual %),SP.POP.GROW,Belarus,BLR,-0.218522756,-0.234282914,-0.1566176,-0.03838,0.056151568,0.132853237,0.087721088,-0.109782323,-0.213824207,-0.201786601,-0.42347525,-0.828232721,-0.804228427
Population growth (annual %),SP.POP.GROW,Belgium,BEL,0.913639392,1.301002902,0.620163579,0.471340144,0.443929288,0.579446242,0.506300002,0.385228018,0.455184695,0.540461327,0.430996815,0.411601997,0.856132433
Population growth (annual %),SP.POP.GROW,Belize,BLZ,2.494326026,2.281098963,2.256631567,2.238167082,2.194276752,2.116320634,2.046871171,1.98926784,1.948634454,1.823016119,1.486221516,1.285629921,1.301640251
Population growth (annual %),SP.POP.GROW,Benin,BEN,2.934926663,2.928111157,2.915012122,2.899920609,2.92622898,2.951249123,2.949828144,2.946321561,2.922392187,2.887074085,2.829138113,2.759705179,2.702041089
Population growth (annual %),SP.POP.GROW,Bermuda,BMU,-0.783118104,-0.863616496,0.361775877,0.312791571,0.210544188,0.151869636,-1.05247098,-1.060534596,0.070427498,-0.010952131,-0.028168133,-0.202104145,-0.36450518
Population growth (annual %),SP.POP.GROW,Bhutan,BTN,1.117177172,1.101609833,1.089467832,1.068123041,1.019359843,0.93496965,0.868973711,0.84469272,0.787111572,0.701252584,0.655471789,0.642586173,0.637077531
Population growth (annual %),SP.POP.GROW,Bolivia,BOL,1.696282376,1.677828499,1.654635399,1.629573199,1.603315107,1.57314494,1.547288296,1.520108881,1.487474197,1.457504391,1.33973922,1.193486719,1.190274813
Population growth (annual %),SP.POP.GROW,Bosnia and Herzegovina,BIH,-1.734037585,-1.798934699,-1.854258767,-1.558328902,-1.293477828,-1.317606589,-1.237305784,-1.18362668,-1.166594811,-1.166081335,-1.266771023,-1.440652596,-1.150513985
Population growth (annual %),SP.POP.GROW,Botswana,BWA,2.060951632,2.005556961,1.920855669,1.90562697,1.925085368,1.962368912,2.02880249,2.079222514,2.042785101,1.950856348,1.850985764,1.636742755,1.604757743
Population growth (annual %),SP.POP.GROW,Brazil,BRA,0.939418022,0.92858963,0.900343361,0.86834615,0.857834829,0.845992601,0.811256478,0.7922634,0.793768154,0.766107802,0.665176682,0.528590453,0.459583548
Population growth (annual %),SP.POP.GROW,British Virgin Islands,VGB,1.87551285,1.462614783,1.628186297,0.826943288,1.089758824,1.354221289,1.262177318,1.073606861,0.910677707,0.902459156,0.975300319,0.683520845,0.58628646
Population growth (annual %),SP.POP.GROW,Brunei Darussalam,BRN,1.460418344,1.367443655,1.269104073,1.238626871,1.196115463,1.140935878,1.075496158,1.000160159,0.924880805,0.865282212,0.835902309,0.822461682,0.811520876
Population growth (annual %),SP.POP.GROW,Bulgaria,BGR,-0.658275447,-0.641228921,-0.579220596,-0.559647217,-0.568389264,-0.638069468,-0.701382098,-0.730443175,-0.722080405,-0.703905641,-0.600241518,-0.814846472,-6.187252982
Population growth (annual %),SP.POP.GROW,Burkina Faso,BFA,2.939267558,2.969738309,3.031880077,3.008421955,2.979778499,2.972345608,2.934811289,2.865655421,2.768681163,2.703875567,2.688787667,2.650375915,2.559988391
Population growth (annual %),SP.POP.GROW,Burundi,BDI,4.679477609,3.542744981,3.529972848,3.551107704,3.345863383,2.18870609,1.629024754,2.287301447,2.983823553,3.26424857,2.867082195,2.672478462,2.66016084
Population growth (annual %),SP.POP.GROW,Cabo Verde,CPV,1.075189988,1.203180621,1.195244989,1.13168974,1.130013792,1.109056551,1.12160807,1.16795055,1.099860052,1.01513458,0.967524169,0.902988883,0.884624345
Population growth (annual %),SP.POP.GROW,Cambodia,KHM,1.457229884,1.453873407,1.449284193,1.430499716,1.397775194,1.34979002,1.334085157,1.310482663,1.221445659,1.132442162,1.160057697,1.165135849,1.072167381
Population growth (annual %),SP.POP.GROW,Cameroon,CMR,2.851215315,2.831236735,2.814983782,2.813538396,3.03550757,3.147582249,2.992175416,2.833798095,2.763737638,2.774879781,2.711853658,2.635819406,2.598102588
Population growth (annual %),SP.POP.GROW,Canada,CAN,1.111864075,0.978697787,1.085817263,1.056591259,1.005337579,0.746339478,1.132348655,1.199520711,1.412455869,1.436136823,1.073795827,0.575421916,1.823370422
Population growth (annual %),SP.POP.GROW,Cayman Islands,CYM,2.7599337,2.588538738,2.435324,2.349941283,2.287589883,2.24463645,2.182507103,2.107583017,2.028637661,1.908192659,1.764068377,1.218203729,0.833082382
Population growth (annual %),SP.POP.GROW,Central African Republic,CAF,2.071208345,1.532276959,0.868655129,0.608247677,-0.076949023,0.428340362,1.745175422,1.869860895,1.943058623,2.223361071,2.534093932,2.113637226,2.210795117
Population growth (annual %),SP.POP.GROW,Chad,TCD,3.408490965,3.494449521,3.487629403,3.557019324,3.569985466,3.184100813,3.148648506,3.324594916,3.378127749,3.294582728,3.16053306,3.163887505,3.115022186
Population growth (annual %),SP.POP.GROW,Channel Islands,CHI,0.775301817,0.562984407,0.506890227,0.736777668,0.697214601,0.79108558,0.93952721,0.90838964,1.229585322,1.277830313,1.000234462,0.913338674,0.805167545
Population growth (annual %),SP.POP.GROW,Chile,CHL,1.009033756,0.991361115,0.974635116,0.964976309,1.006814959,1.029425554,1.189061026,1.562055456,1.795962799,1.791391972,1.360643634,0.994344898,0.565514128
Population growth (annual %),SP.POP.GROW,China,CHN,0.482959689,0.546457595,0.678345459,0.666072978,0.63032639,0.581456147,0.573050906,0.605245013,0.467672053,0.35474089,0.23804087,0.0892522,-0.013099501
Population growth (annual %),SP.POP.GROW,Colombia,COL,1.126884715,1.093583074,1.039665,0.990034781,0.947136923,0.941994067,1.068611891,1.512289606,1.895586751,1.830746942,1.470102032,1.143820916,0.691481571
Population growth (annual %),SP.POP.GROW,Comoros,COM,2.084145187,2.118630328,2.138239359,2.144674549,2.152692206,2.160064273,2.169616303,2.046896975,1.905027581,1.872447912,1.900940814,1.899440995,1.82699355
Population growth (annual %),SP.POP.GROW,"Congo, Dem. Rep.",COD,3.246880698,3.351793915,3.356656131,3.409144967,3.446016758,3.389391312,3.466034648,3.442766958,3.272827234,3.186288389,3.224478443,3.22252816,3.197835105
Population growth (annual %),SP.POP.GROW,"Congo, Rep.",COG,4.155897222,3.244141245,2.776007776,2.406679692,2.390288208,2.388405079,2.388865755,2.391085234,2.394184625,2.355238072,2.332086251,2.316488253,2.28055585
Population growth (annual %),SP.POP.GROW,Costa Rica,CRI,1.287389809,1.240026562,1.203580305,1.153271848,1.094945954,1.046343404,1.015470727,0.978713316,0.934615301,0.865128347,0.755771068,0.600406861,0.520031292
Population growth (annual %),SP.POP.GROW,Cote d'Ivoire,CIV,2.116362419,2.075244713,2.055434934,2.061926495,2.315242748,2.580767289,2.580675808,2.586254296,2.566474934,2.531287446,2.508618203,2.45530301,2.452703201
Population growth (annual %),SP.POP.GROW,Croatia,HRV,-0.226821271,-0.345264228,-0.305655945,-0.278509063,-0.407343185,-0.824099164,-0.698383457,-1.200610165,-0.893486928,-0.554146739,-0.433210221,-4.256648902,-0.605075153
Population growth (annual %),SP.POP.GROW,Cuba,CUB,0.064074845,0.073424709,0.093595194,0.108603883,0.092232567,0.069407446,0.018675679,-0.049447897,-0.072015237,-0.101983052,-0.141475202,-0.393012542,-0.393269983
Population growth (annual %),SP.POP.GROW,Curacao,CUW,1.265514155,1.420897663,0.829929595,1.133678907,1.347641396,1.319593903,1.060316441,0.319536038,-0.525178744,-1.196439518,-1.596766195,-1.677791247,-1.569658341
Population growth (annual %),SP.POP.GROW,Cyprus,CYP,1.670260996,1.354002535,0.996688012,0.896230871,0.855564799,0.870039642,0.888918593,0.88447903,0.849324982,0.81751772,0.705573415,0.53599943,0.585013505
Population growth (annual %),SP.POP.GROW,Czechia,CZE,0.291361674,0.206747667,0.139925656,0.033169946,0.105277582,0.196588748,0.192048416,0.265642664,0.334427262,0.393788864,0.243222682,-1.81187141,1.570972567
Population growth (annual %),SP.POP.GROW,Denmark,DNK,0.444197155,0.411737855,0.376272243,0.416901361,0.507053283,0.70642385,0.780392644,0.643350904,0.495838926,0.358130916,0.291641177,0.433414489,0.787502465
Population growth (annual %),SP.POP.GROW,Djibouti,DJI,1.988307013,1.897891568,1.849338944,1.812671319,1.768063846,1.721247739,1.675509258,1.645014013,1.617728543,1.576239752,1.493639579,1.40284751,1.373715349
